"","Time","Tp","Cl","pH","Redox","Leit","Trueb","Cl_2","Fm","Fm_2","EVENT"
"91",2016-08-03 13:19:00,6.5,0.17,8.35,749,207,0.01,0.118,1640,694,FALSE
"92",2016-08-03 13:20:00,6.5,0.16,8.35,749,207,0.01,0.118,1599,700,FALSE
"93",2016-08-03 13:21:00,6.5,0.17,8.35,749,207,0.01,0.118,1625,693,FALSE
"94",2016-08-03 13:22:00,6.6,0.17,8.35,749,207,0.016,0.118,1637,690,FALSE
"95",2016-08-03 13:23:00,6.6,0.17,8.35,749,207,0.013,0.118,1640,693,FALSE
"96",2016-08-03 13:24:00,6.5,0.17,8.35,749,207,0.011,0.118,1564,695,FALSE
"97",2016-08-03 13:25:00,6.6,0.17,8.35,749,207,0.011,0.12,1503,695,FALSE
"98",2016-08-03 13:26:00,6.5,0.17,8.35,749,207,0.01,0.118,1446,696,FALSE
"99",2016-08-03 13:27:00,6.6,0.17,8.34,749,205,0.01,0.116,1483,687,FALSE
"100",2016-08-03 13:28:00,6.5,0.17,8.35,749,205,0.011,0.118,1475,688,FALSE
"101",2016-08-03 13:29:00,6.5,0.17,8.34,749,205,0.011,0.118,1489,689,FALSE
"102",2016-08-03 13:30:00,6.5,0.17,8.34,749,207,0.011,0.118,1515,695,FALSE
"103",2016-08-03 13:31:00,6.5,0.17,8.34,749,207,0.01,0.12,1452,694,FALSE
"104",2016-08-03 13:32:00,6.5,0.17,8.34,749,207,0.01,0.118,1638,695,FALSE
"105",2016-08-03 13:33:00,6.5,0.17,8.33,749,207,0.011,0.12,1593,693,FALSE
"106",2016-08-03 13:34:00,6.5,0.17,8.34,749,207,0.01,0.118,1576,690,FALSE
"107",2016-08-03 13:35:00,6.5,0.17,8.33,750,207,0.01,0.12,1552,695,FALSE
"108",2016-08-03 13:36:00,6.5,0.17,8.33,750,207,0.01,0.117,1549,695,FALSE
"109",2016-08-03 13:37:00,6.5,0.17,8.33,749,207,0.011,0.118,1446,694,FALSE
"110",2016-08-03 13:38:00,6.5,0.16,8.32,749,207,0.011,0.118,1488,695,FALSE
"111",2016-08-03 13:39:00,6.5,0.17,8.32,750,207,0.011,0.12,1446,696,FALSE
"112",2016-08-03 13:40:00,6.6,0.16,8.32,751,207,0.011,0.118,1442,694,FALSE
"113",2016-08-03 13:41:00,6.5,0.16,8.32,750,207,0.01,0.118,1472,695,FALSE
"114",2016-08-03 13:42:00,6.5,0.16,8.32,750,207,0.01,0.118,1442,694,FALSE
"115",2016-08-03 13:43:00,6.5,0.16,8.32,750,207,0.011,0.12,1439,689,FALSE
"116",2016-08-03 13:44:00,6.5,0.16,8.32,749,207,0.01,0.118,1482,696,FALSE
"117",2016-08-03 13:45:00,6.5,0.16,8.32,751,211,0.011,0.118,1494,693,FALSE
"118",2016-08-03 13:46:00,6.5,0.16,8.32,749,207,0.011,0.118,1474,690,FALSE
"119",2016-08-03 13:47:00,6.5,0.16,8.31,750,207,0.011,0.118,1504,690,FALSE
"120",2016-08-03 13:48:00,6.5,0.16,8.32,749,207,0.011,0.118,1447,693,FALSE
"121",2016-08-03 13:49:00,6.6,0.16,8.31,750,207,0.011,0.118,1425,693,FALSE
"122",2016-08-03 13:50:00,6.5,0.16,8.31,749,207,0.011,0.118,1494,700,FALSE
"123",2016-08-03 13:51:00,6.6,0.16,8.31,750,207,0.011,0.118,1407,689,FALSE
"124",2016-08-03 13:52:00,6.6,0.16,8.31,749,207,0.011,0.118,1478,693,FALSE
"125",2016-08-03 13:53:00,6.6,0.16,8.32,750,207,0.011,0.118,1486,694,FALSE
"126",2016-08-03 13:54:00,6.5,0.16,8.32,749,207,0.011,0.118,1466,694,FALSE
"127",2016-08-03 13:55:00,6.5,0.17,8.31,749,207,0.011,0.117,1518,693,FALSE
"128",2016-08-03 13:56:00,6.5,0.17,8.31,750,207,0.011,0.116,1481,693,FALSE
"129",2016-08-03 13:57:00,6.5,0.17,8.31,749,207,0.011,0.118,1471,694,FALSE
"130",2016-08-03 13:58:00,6.6,0.17,8.31,749,207,0.011,0.117,1443,696,FALSE
"131",2016-08-03 13:59:00,6.5,0.16,8.32,749,207,0.011,0.116,1483,696,FALSE
"132",2016-08-03 14:00:00,6.5,0.17,8.32,749,207,0.011,0.118,1486,695,FALSE
"133",2016-08-03 14:01:00,6.5,0.17,8.32,749,207,0.011,0.118,1474,696,FALSE
"134",2016-08-03 14:02:00,6.6,0.17,8.32,749,207,0.011,0.117,1634,694,FALSE
"135",2016-08-03 14:03:00,6.6,0.17,8.32,749,207,0.011,0.116,1518,679,FALSE
"136",2016-08-03 14:04:00,6.6,0.17,8.32,749,207,0.011,0.117,1552,685,FALSE
"137",2016-08-03 14:05:00,6.6,0.17,8.33,749,207,0.011,0.117,1556,687,FALSE
"138",2016-08-03 14:06:00,6.6,0.17,8.33,749,207,0.011,0.117,1506,687,FALSE
"139",2016-08-03 14:07:00,6.6,0.17,8.33,748,207,0.011,0.117,1442,682,FALSE
"140",2016-08-03 14:08:00,6.5,0.17,8.33,749,207,0.011,0.114,1464,684,FALSE
"141",2016-08-03 14:09:00,6.5,0.17,8.34,749,207,0.01,0.114,1518,684,FALSE
"142",2016-08-03 14:10:00,6.5,0.17,8.34,749,207,0.01,0.114,1440,682,FALSE
"143",2016-08-03 14:11:00,6.5,0.17,8.35,748,207,0.01,0.114,1476,687,FALSE
"144",2016-08-03 14:12:00,6.5,0.16,8.35,749,207,0.01,0.114,1505,684,FALSE
"145",2016-08-03 14:13:00,6.5,0.16,8.36,748,207,0.01,0.116,1471,679,FALSE
"146",2016-08-03 14:14:00,6.5,0.16,8.36,748,207,0.01,0.114,1517,682,FALSE
"147",2016-08-03 14:15:00,6.5,0.16,8.36,747,207,0.01,0.114,1476,685,FALSE
"148",2016-08-03 14:16:00,6.5,0.16,8.36,748,207,0.01,0.116,1510,681,FALSE
"149",2016-08-03 14:17:00,6.6,0.16,8.37,748,207,0.01,0.114,1540,681,FALSE
"150",2016-08-03 14:18:00,6.6,0.16,8.37,748,207,0.01,0.114,1521,681,FALSE
"151",2016-08-03 14:19:00,6.5,0.16,8.37,747,207,0.01,0.114,1510,688,FALSE
"152",2016-08-03 14:20:00,6.6,0.16,8.37,748,207,0.01,0.114,1538,684,FALSE
"153",2016-08-03 14:21:00,6.5,0.16,8.37,748,207,0.01,0.114,1538,687,FALSE
"154",2016-08-03 14:22:00,6.5,0.16,8.37,747,207,0.01,0.113,1497,679,FALSE
"155",2016-08-03 14:23:00,6.5,0.16,8.38,748,207,0.01,0.113,1540,679,FALSE
"156",2016-08-03 14:24:00,6.5,0.16,8.37,747,207,0.01,0.113,1476,684,FALSE
"157",2016-08-03 14:25:00,6.5,0.16,8.38,748,207,0.01,0.114,1474,684,FALSE
"158",2016-08-03 14:26:00,6.5,0.16,8.38,748,207,0.01,0.113,1481,690,FALSE
"159",2016-08-03 14:27:00,6.5,0.16,8.38,747,207,0.01,0.113,1481,688,FALSE
"160",2016-08-03 14:28:00,6.5,0.16,8.37,747,207,0.01,0.113,1518,687,FALSE
"161",2016-08-03 14:29:00,6.5,0.16,8.38,747,207,0.01,0.114,1518,684,FALSE
"162",2016-08-03 14:30:00,6.5,0.16,8.38,747,207,0.01,0.114,1468,685,FALSE
"163",2016-08-03 14:31:00,6.6,0.16,8.38,748,207,0.01,0.113,1475,684,FALSE
"164",2016-08-03 14:32:00,6.5,0.16,8.38,748,207,0.01,0.111,1475,685,FALSE
"165",2016-08-03 14:33:00,6.5,0.16,8.37,747,207,0.01,0.111,1454,682,FALSE
"166",2016-08-03 14:34:00,6.5,0.17,8.37,748,207,0.01,0.113,1457,684,FALSE
"167",2016-08-03 14:35:00,6.5,0.17,8.37,748,207,0.01,0.111,1495,682,FALSE
"168",2016-08-03 14:36:00,6.6,0.17,8.37,747,207,0.01,0.113,1564,687,FALSE
"169",2016-08-03 14:37:00,6.6,0.17,8.37,747,207,0.01,0.111,1546,682,FALSE
"170",2016-08-03 14:38:00,6.6,0.18,8.36,748,203,0.01,0.113,1546,688,FALSE
"171",2016-08-03 14:39:00,6.6,0.18,8.37,748,207,0.01,0.113,1422,679,FALSE
"172",2016-08-03 14:40:00,6.6,0.18,8.36,748,207,0.01,0.111,1491,684,FALSE
"173",2016-08-03 14:41:00,6.6,0.17,8.36,747,207,0.01,0.111,1518,688,FALSE
"174",2016-08-03 14:42:00,6.6,0.18,8.36,748,203,0.01,0.113,1517,688,FALSE
"175",2016-08-03 14:43:00,6.6,0.18,8.36,747,207,0.01,0.111,1480,688,FALSE
"176",2016-08-03 14:44:00,6.6,0.18,8.35,747,203,0.01,0.114,1489,687,FALSE
"177",2016-08-03 14:45:00,6.6,0.18,8.36,748,203,0.01,0.113,1428,681,FALSE
"178",2016-08-03 14:46:00,6.6,0.17,8.36,748,203,0.01,0.113,1469,682,FALSE
"179",2016-08-03 14:47:00,6.6,0.18,8.35,747,203,0.01,0.111,1478,685,FALSE
"180",2016-08-03 14:48:00,6.6,0.18,8.35,748,203,0.01,0.113,1462,682,FALSE
"181",2016-08-03 14:49:00,6.6,0.17,8.35,747,203,0.01,0.111,1493,677,FALSE
"182",2016-08-03 14:50:00,6.6,0.18,8.35,748,203,0.01,0.111,1475,682,FALSE
"183",2016-08-03 14:51:00,6.6,0.17,8.35,748,207,0.011,0.113,1475,684,FALSE
"184",2016-08-03 14:52:00,6.6,0.17,8.34,749,203,0.01,0.111,1437,679,FALSE
"185",2016-08-03 14:53:00,6.6,0.17,8.34,747,203,0.01,0.113,1494,679,FALSE
"186",2016-08-03 14:54:00,6.6,0.17,8.34,748,203,0.01,0.111,1466,688,FALSE
"187",2016-08-03 14:55:00,6.6,0.17,8.34,748,203,0.01,0.113,1458,681,FALSE
"188",2016-08-03 14:56:00,6.6,0.17,8.33,748,207,0.01,0.111,1497,681,FALSE
"189",2016-08-03 14:57:00,6.6,0.17,8.33,748,207,0.01,0.111,1481,684,FALSE
"190",2016-08-03 14:58:00,6.6,0.17,8.33,748,207,0.01,0.111,1497,684,FALSE
"191",2016-08-03 14:59:00,6.6,0.17,8.34,747,207,0.01,0.113,1475,682,FALSE
"192",2016-08-03 15:00:00,6.6,0.17,8.34,748,203,0.01,0.113,1478,681,FALSE
"193",2016-08-03 15:01:00,6.6,0.17,8.33,747,203,0.01,0.113,1471,684,FALSE
"194",2016-08-03 15:02:00,6.6,0.19,8.34,748,207,0.01,0.111,1530,687,FALSE
"195",2016-08-03 15:03:00,6.6,0.18,8.34,748,207,0.01,0.111,1541,687,FALSE
"196",2016-08-03 15:04:00,6.6,0.19,8.34,747,203,0.01,0.111,1494,682,FALSE
"197",2016-08-03 15:05:00,6.6,0.19,8.34,748,203,0.009,0.111,1489,685,FALSE
"198",2016-08-03 15:06:00,6.6,0.19,8.34,748,203,0.01,0.111,1498,682,FALSE
"199",2016-08-03 15:07:00,6.6,0.19,8.34,747,207,0.01,0.109,1488,688,FALSE
"200",2016-08-03 15:08:00,6.6,0.17,8.34,747,207,0.01,0.111,1505,690,FALSE
"201",2016-08-03 15:09:00,6.6,0.16,8.34,748,207,0.01,0.111,1445,687,FALSE
"202",2016-08-03 15:10:00,6.6,0.17,8.34,748,203,0.01,0.111,1465,684,FALSE
"203",2016-08-03 15:11:00,6.6,0.17,8.34,747,207,0.009,0.109,1457,684,FALSE
"204",2016-08-03 15:12:00,6.6,0.18,8.34,747,207,0.01,0.111,1524,688,FALSE
"205",2016-08-03 15:13:00,6.6,0.18,8.34,748,207,0.009,0.111,1466,688,FALSE
"206",2016-08-03 15:14:00,6.6,0.17,8.34,747,207,0.009,0.111,1478,685,FALSE
"207",2016-08-03 15:15:00,6.6,0.18,8.33,747,207,0.009,0.111,1510,685,FALSE
"208",2016-08-03 15:16:00,6.6,0.18,8.34,747,207,0.01,0.111,1493,681,FALSE
"209",2016-08-03 15:17:00,6.6,0.18,8.34,747,207,0.01,0.109,1483,684,FALSE
"210",2016-08-03 15:18:00,6.6,0.18,8.34,747,207,0.01,0.111,1481,688,FALSE
"211",2016-08-03 15:19:00,6.6,0.18,8.34,747,207,0.01,0.109,1480,679,FALSE
"212",2016-08-03 15:20:00,6.6,0.18,8.33,747,207,0.01,0.111,1511,682,FALSE
"213",2016-08-03 15:21:00,6.5,0.18,8.33,748,207,0.01,0.111,1480,677,FALSE
"214",2016-08-03 15:22:00,6.5,0.18,8.33,748,207,0.01,0.109,1582,688,FALSE
"215",2016-08-03 15:23:00,6.5,0.18,8.33,748,207,0.009,0.111,1557,688,FALSE
"216",2016-08-03 15:24:00,6.5,0.18,8.32,747,207,0.01,0.111,1604,687,FALSE
"217",2016-08-03 15:25:00,6.5,0.18,8.33,747,207,0.01,0.111,1593,681,FALSE
"218",2016-08-03 15:26:00,6.5,0.17,8.32,747,207,0.01,0.108,1498,682,FALSE
"219",2016-08-03 15:27:00,6.5,0.17,8.32,748,207,0.01,0.111,1534,682,FALSE
"220",2016-08-03 15:28:00,6.5,0.17,8.32,748,207,0.01,0.111,1453,685,FALSE
"221",2016-08-03 15:29:00,6.5,0.17,8.32,749,207,0.01,0.111,1489,684,FALSE
"222",2016-08-03 15:30:00,6.6,0.17,8.31,748,207,0.009,0.111,1474,681,FALSE
"223",2016-08-03 15:31:00,6.6,0.17,8.31,748,207,0.01,0.111,1515,682,FALSE
"224",2016-08-03 15:32:00,6.6,0.17,8.31,747,207,0.01,0.111,1489,689,FALSE
"225",2016-08-03 15:33:00,6.6,0.17,8.3,748,207,0.01,0.111,1464,685,FALSE
"226",2016-08-03 15:34:00,6.6,0.16,8.3,747,207,0.01,0.111,1449,679,FALSE
"227",2016-08-03 15:35:00,6.6,0.16,8.3,748,207,0.01,0.111,1481,678,FALSE
"228",2016-08-03 15:36:00,6.6,0.16,8.3,747,207,0.01,0.111,1475,682,FALSE
"229",2016-08-03 15:37:00,6.6,0.16,8.3,749,207,0.01,0.111,1454,688,FALSE
"230",2016-08-03 15:38:00,6.6,0.16,8.3,748,207,0.01,0.111,1481,681,FALSE
"231",2016-08-03 15:39:00,6.6,0.16,8.3,748,207,0.01,0.111,1449,681,FALSE
"232",2016-08-03 15:40:00,6.6,0.16,8.29,748,207,0.01,0.111,1495,687,FALSE
"233",2016-08-03 15:41:00,6.6,0.16,8.29,748,211,0.011,0.111,1466,682,FALSE
"234",2016-08-03 15:42:00,6.6,0.16,8.29,748,211,0.011,0.111,1493,684,FALSE
"235",2016-08-03 15:43:00,6.6,0.16,8.29,748,211,0.01,0.111,1429,684,FALSE
"236",2016-08-03 15:44:00,6.6,0.16,8.28,748,211,0.01,0.111,1480,687,FALSE
"237",2016-08-03 15:45:00,6.6,0.16,8.28,747,211,0.01,0.111,1435,687,FALSE
"238",2016-08-03 15:46:00,6.6,0.16,8.28,748,207,0.01,0.111,1446,682,FALSE
"239",2016-08-03 15:47:00,6.6,0.16,8.28,749,211,0.01,0.109,1530,685,FALSE
"240",2016-08-03 15:48:00,6.6,0.16,8.28,748,211,0.01,0.111,1431,682,FALSE
"241",2016-08-03 15:49:00,6.6,0.16,8.28,748,211,0.011,0.111,1489,682,FALSE
"242",2016-08-03 15:50:00,6.6,0.16,8.28,748,211,0.011,0.109,1446,685,FALSE
"243",2016-08-03 15:51:00,6.6,0.16,8.28,748,211,0.011,0.111,1458,689,FALSE
"244",2016-08-03 15:52:00,6.6,0.16,8.28,748,211,0.011,0.109,1468,687,FALSE
"245",2016-08-03 15:53:00,6.6,0.16,8.28,749,211,0.011,0.108,1417,682,FALSE
"246",2016-08-03 15:54:00,6.6,0.16,8.28,748,211,0.012,0.109,1488,678,FALSE
"247",2016-08-03 15:55:00,6.5,0.16,8.28,748,211,0.012,0.111,1486,681,FALSE
"248",2016-08-03 15:56:00,6.6,0.17,8.28,748,211,0.012,0.109,1474,688,FALSE
"249",2016-08-03 15:57:00,6.5,0.16,8.28,748,211,0.012,0.109,1497,681,FALSE
"250",2016-08-03 15:58:00,6.5,0.17,8.28,747,211,0.012,0.111,1443,682,FALSE
"251",2016-08-03 15:59:00,6.6,0.17,8.28,748,211,0.012,0.111,1464,678,FALSE
"252",2016-08-03 16:00:00,6.5,0.17,8.28,748,211,0.012,0.111,1457,681,FALSE
"253",2016-08-03 16:01:00,6.5,0.17,8.28,748,211,0.024,0.111,1446,684,FALSE
"254",2016-08-03 16:02:00,6.5,0.17,8.28,748,211,0.1,0.111,1458,679,FALSE
"255",2016-08-03 16:03:00,6.5,0.17,8.28,747,211,0.087,0.111,1481,685,FALSE
"256",2016-08-03 16:04:00,6.5,0.17,8.27,749,211,0.02,0.111,1440,682,FALSE
"257",2016-08-03 16:05:00,6.5,0.18,8.27,747,211,0.012,0.111,1449,681,FALSE
"258",2016-08-03 16:06:00,6.5,0.18,8.26,748,211,0.012,0.111,1436,687,FALSE
"259",2016-08-03 16:07:00,6.5,0.18,8.26,749,211,0.012,0.111,1468,685,FALSE
"260",2016-08-03 16:08:00,6.5,0.18,8.26,748,211,0.012,0.113,1488,687,FALSE
"261",2016-08-03 16:09:00,6.5,0.18,8.26,749,211,0.012,0.111,1431,681,FALSE
"262",2016-08-03 16:10:00,6.5,0.18,8.26,748,211,0.011,0.113,1446,677,FALSE
"263",2016-08-03 16:11:00,6.5,0.18,8.26,748,211,0.011,0.113,1447,681,FALSE
"264",2016-08-03 16:12:00,6.5,0.18,8.26,749,211,0.011,0.111,1418,684,FALSE
"265",2016-08-03 16:13:00,6.5,0.18,8.26,748,211,0.011,0.113,1417,673,FALSE
"266",2016-08-03 16:14:00,6.5,0.18,8.26,749,211,0.011,0.111,1435,682,FALSE
"267",2016-08-03 16:15:00,6.5,0.18,8.26,749,211,0.01,0.114,1314,684,FALSE
"268",2016-08-03 16:16:00,6.5,0.18,8.24,749,211,0.01,0.114,1390,685,FALSE
"269",2016-08-03 16:17:00,6.5,0.17,8.24,749,211,0.01,0.114,1373,688,FALSE
"270",2016-08-03 16:18:00,6.5,0.17,8.24,749,211,0.01,0.114,1410,687,FALSE
"271",2016-08-03 16:19:00,6.5,0.17,8.24,749,211,0.011,0.114,1510,682,FALSE
"272",2016-08-03 16:20:00,6.5,0.17,8.24,749,211,0.011,0.114,1510,684,FALSE
"273",2016-08-03 16:21:00,6.5,0.17,8.24,749,211,0.011,0.113,1465,682,FALSE
"274",2016-08-03 16:22:00,6.5,0.17,8.24,749,211,0.011,0.114,1388,684,FALSE
"275",2016-08-03 16:23:00,6.5,0.17,8.23,749,211,0.011,0.114,1333,687,FALSE
"276",2016-08-03 16:24:00,6.5,0.17,8.23,749,211,0.011,0.114,1387,682,FALSE
"277",2016-08-03 16:25:00,6.5,0.17,8.23,749,211,0.011,0.114,1390,688,FALSE
